"State_Code","State_Name","District_ID","District_Name","School_ID","School_Name","Combined_Key","Juvenile_Justice_School","CS_Classes_Offered","Hispanic_Male","Hispanic_Female","AmericanIndian_Male","AmericanIndian_Female","Asian_Male","Asian_Female","PacificIslander_Male","PacificIslander_Female","Black_Male","Black_Female","White_Male","White_Female","TwoOrMore_Male","TwoOrMore_Female","Total_Male","Total_Female","EnglishLearner_Male","EnglishLearner_Female","Disability_Male","Disability_Female","SCHOOL_YEAR","VIRTUAL_TEXT","TitleI_Schoolwide","TitleI_Targeted","Not_TitleI","school_enrollment","Elementary","Middle","High","Total_CS_Enrolment","White_CS","Black_CS","Hispanic_CS","Asian_CS","AmericanIndian_CS","Multiracial_CS","Prop_Male_CS","Prop_Female_CS","Race_Total_CS","Race_Exceeds_Total","Total_Race_CS","Prop_Black_CS","Prop_White_CS","Prop_Hispanic_CS","Prop_Asian_CS","Prop_AmericanIndian_CS","Prop_Multiracial_CS"
"AK","ALASKA","0200010","Aleutian Region School District",80,"Adak School","020001000080","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",0,0,1,70,1,1,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"TN","Tennessee","4701590","Hamilton County",781,"Lookout Valley Middle / High School","470159000781","No",1,0,1,0,0,0,0,0,0,0,0,10,2,0,0,10,3,0,0,0,0,"2020-2021","No virtual instruction",1,0,0,1805,NA,1,1,13,12,0,1,0,0,0,0.769230769230769,0.230769230769231,13,FALSE,13,0,0.923076923076923,0.0769230769230769,0,0,0
"OR","Oregon","4110520","Reynolds Sd 7",1005,"Troutdale Elementary School","411052001005","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,1920,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"OH","Ohio","3901584","East Branch Preparatory Academydbawright Preparatory Academy",5877,"East Branch Preparatory Academydbawright Preparatory Academy","390158405877","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,755,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"FL","Florida","1200480","Duval",713,"Rufus E. Payne Elementary School","120048000713","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",1,0,0,1180,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"CA","CALIFORNIA","0630360","Pierce Joint Unified",2931,"Arbuckle Alternative High (Continuation)","063036002931","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Not reported",NA,NA,NA,65,NA,NA,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"FL","FLORIDA","1200510","ESCAMBIA",4346,"BLUE ANGELS ELEMENTARY SCHOOL","120051004346","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",0,1,0,3740,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"MN","Minnesota","2742330","Wheaton Area Public School District",1784,"Wheaton Secondary","274233001784","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,1,0,1030,NA,1,1,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NY","New York","3617910","Lynbrook Union Free School District",1606,"Lynbrook Senior High School","361791001606","No",9,16,1,2,1,9,1,0,0,3,1,44,11,0,0,74,15,1,0,7,1,"2020-2021","Supplemental Virtual",0,0,1,4450,NA,NA,1,89,55,4,17,10,3,0,0.831460674157303,0.168539325842697,89,FALSE,89,0.0449438202247191,0.617977528089888,0.191011235955056,0.112359550561798,0.0337078651685393,0
"IL","ILLINOIS","1724720","Prairie-Hills ESD 144",4254,"Mae Jemison School","172472004254","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction",1,0,0,1765,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"OH","Ohio","3904917","Aurora City",3516,"Craddock Elementary School","390491703516","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction",0,0,1,2215,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
